,Fold-change,p-value,%_group,%_rest,chromosome,start,end,p-bh,p-bonferroni
ERGIC3,1.0193465,0.6316068706900295,0.4881720430107527,0.47941176470588237,chr20,35542038,35557634,0.981840717599211,4320.822602390492
GPN1,1.3868428,0.958932445596139,0.2,0.13676470588235295,chr2,27628247,27651511,0.9899201166543006,6560.056860323187
CLIC1,0.97494537,0.3966424450634063,1.0,0.9955882352941177,chr6,31730581,31739763,0.981840717599211,2713.4309666787626
PRPS2,1.0960275,0.5952689491908312,0.22365591397849463,0.21764705882352942,chrX,12791355,12824222,0.981840717599211,4072.234881414476
ADAMTS3,1.0041121,0.5463221387916376,0.12688172043010754,0.12058823529411765,chr4,72280969,72569221,0.981840717599211,3737.3897514735927
HMBS,0.9584674,0.3546558564599265,0.46021505376344085,0.45588235294117646,chr11,119084866,119093549,0.981840717599211,2426.200714042357
LINC02404,0.9338518,0.46914019284192965,0.11182795698924732,0.11323529411764706,chr12,91876924,91880659,0.981840717599211,3209.388059231641
NDUFA4,1.0340453,0.8862771689017084,0.989247311827957,0.986764705882353,chr7,10931943,10940153,0.981840717599211,6063.022112456587
PRPF40A,1.0506092,0.9421630888311651,0.7935483870967742,0.7514705882352941,chr2,152651593,152717997,0.9872768264285571,6445.337690694
SNAPIN,1.0291817,0.6296497504215329,0.17204301075268819,0.1588235294117647,chr1,153658703,153661852,0.981840717599211,4307.4339426337065
PIGH,1.226326,0.960470528976837,0.24301075268817204,0.17647058823529413,chr14,67581955,67600286,0.9900826817739345,6570.5788887305425
CALCOCO2,1.1547942,0.9887148654555077,0.47956989247311826,0.4147058823529412,chr17,48831018,48866522,0.9952616825457812,6763.798394581128
PRPF6,1.152724,0.9014495987799929,0.33978494623655914,0.2926470588235294,chr20,63981132,64033100,0.9831462862204687,6166.816705253931
TBC1D7,1.0536395,0.7661638812219359,0.3139784946236559,0.2867647058823529,chr6,13266542,13328583,0.981840717599211,5241.327111439264
TEX264,0.79882896,0.21650553469093176,0.12688172043010754,0.15294117647058825,chr3,51662693,51704323,0.981840717599211,1481.1143628206642
MKRN1,1.0042319,0.7466661789183847,0.3655913978494624,0.33088235294117646,chr7,140453033,140479536,0.981840717599211,5107.94332998067
ANXA7,1.0047729,0.50809417361205,0.5548387096774193,0.5397058823529411,chr10,73375101,73414076,0.981840717599211,3475.872241680034
HPS5,1.1597408,0.6355108387034804,0.13978494623655913,0.12794117647058822,chr11,18278668,18322198,0.981840717599211,4347.529647570509
UHRF1,0.93900025,0.4027577552069917,0.16774193548387098,0.17352941176470588,chr19,4903080,4962154,0.981840717599211,2755.2658033710304
WDR11,1.0313486,0.470370817920556,0.1913978494623656,0.19705882352941176,chr10,120851305,120909524,0.981840717599211,3217.8067653945236
STIP1,1.0507444,0.8709319113661782,0.5591397849462365,0.4985294117647059,chr11,64185272,64204543,0.981840717599211,5958.045205656025
C22orf39,1.0438267,0.8465844435488412,0.6795698924731183,0.65,chr22,19351368,19447711,0.981840717599211,5791.4841783176225
CSRP1,0.8274301,0.32326683435587866,0.12688172043010754,0.1411764705882353,chr1,201483530,201509456,0.981840717599211,2211.468413828566
SLC29A1,0.8257116,0.15029283418057665,0.23440860215053763,0.27058823529411763,chr6,44219553,44234142,0.981840717599211,1028.1532786293249
ENO1,0.99655414,0.5640088098679211,0.9978494623655914,0.9941176470588236,chr1,8861000,8879190,0.981840717599211,3858.3842683064486
PMS2,1.0496496,0.7463749201330871,0.24731182795698925,0.21764705882352942,chr7,5970925,6009106,0.981840717599211,5105.950828630449
MGAT2,0.86318415,0.3450190344035713,0.11182795698924732,0.125,chr14,49620799,49623481,0.981840717599211,2360.2752143548314
PLTP,0.88630384,0.2923686898841723,0.16129032258064516,0.18088235294117647,chr20,45898621,45912155,0.981840717599211,2000.0942074976228
MYO9B,1.1543046,0.7179242994489785,0.2021505376344086,0.18235294117647058,chr19,17075777,17214537,0.981840717599211,4911.320132530462
DLG5,1.1480464,0.7479165853507566,0.13978494623655913,0.11470588235294117,chr10,77790791,77926755,0.981840717599211,5116.497360384526
CENPB,0.9714348,0.4266580468416751,0.12043010752688173,0.1264705882352941,chr20,3783851,3786740,0.981840717599211,2918.767698443899
ARHGAP6,1.0276926,0.686925192721928,0.35913978494623655,0.32941176470588235,chrX,11117651,11665920,0.981840717599211,4699.255243410709
PHACTR1,0.7677449,0.3488486667633409,0.10967741935483871,0.12058823529411765,chr6,12716554,13287843,0.981840717599211,2386.4737293280155
CYBRD1,0.88055,0.4992740157356054,0.10967741935483871,0.10735294117647058,chr2,171522247,171558129,0.981840717599211,3415.5335416472767
RUNX1,0.96331114,0.3782464725302358,0.4129032258064516,0.4147058823529412,chr21,34787801,36004667,0.981840717599211,2587.584118579343
TSPO,0.9886133,0.5447714564484317,0.7376344086021506,0.7088235294117647,chr22,43151547,43163242,0.981840717599211,3726.7815335637215
CERS6,0.9517345,0.4752960314389524,0.17204301075268819,0.17205882352941176,chr2,168456249,168775134,0.981840717599211,3251.5001510738734
BARD1,0.8155282,0.44007926633989386,0.14838709677419354,0.14852941176470588,chr2,214725646,214809683,0.981840717599211,3010.582261031214
HSPA4L,1.0544639,0.6582938855178418,0.2129032258064516,0.2,chr4,127781821,127840733,0.981840717599211,4503.388470827556
TFDP1,1.016909,0.4194269444015475,0.3849462365591398,0.39558823529411763,chr13,113584721,113641473,0.981840717599211,2869.2997266509865
TTC5,0.9317181,0.4588373805298918,0.10752688172043011,0.11176470588235295,chr14,20256558,20305960,0.981840717599211,3138.90652020499
CWC25,0.9463578,0.4771077613170229,0.13333333333333333,0.1338235294117647,chr17,38800441,38825355,0.981840717599211,3263.894195169754
UNC13D,0.970367,0.4968419996886954,0.38924731182795697,0.38823529411764707,chr17,75827225,75844552,0.981840717599211,3398.8961198703655
DMAC1,0.9146294,0.4441737407335859,0.4150537634408602,0.3985294117647059,chr9,7796500,7888380,0.981840717599211,3038.592560358461
VAMP8,1.0692424,0.9172006587430592,0.7720430107526882,0.7323529411764705,chr2,85561562,85582031,0.9838169847232638,6274.569706461268
SLU7,0.85266024,0.2008859978604171,0.2064516129032258,0.23529411764705882,chr5,160401641,160421711,0.981840717599211,1374.2611113631135
UBE2Z,1.0730715,0.7724459180300345,0.23010752688172043,0.20294117647058824,chr17,48908407,48929056,0.981840717599211,5284.302525243466
PCYOX1,0.797329,0.3617237786606397,0.17204301075268819,0.17794117647058824,chr2,70257386,70281185,0.981840717599211,2474.552369817436
SKA1,1.000766,0.6020592440853456,0.34408602150537637,0.3235294117647059,chr18,50375040,50394168,0.981840717599211,4118.687288787849
CTDSPL2,0.9582676,0.3405044163922748,0.33978494623655914,0.3514705882352941,chr15,44427622,44529038,0.981840717599211,2329.3907125395517
CYTOR,1.0973574,0.9430735978779635,0.7978494623655914,0.763235294117647,chr2,87454781,87636740,0.9872768264285571,6451.566483083148
TMOD1,0.8655879,0.3494884514374057,0.14193548387096774,0.1514705882352941,chr9,97501180,97601743,0.981840717599211,2390.8504962832926
SH3BGRL,0.704992,0.014856261124116948,0.2731182795698925,0.3338235294117647,chrX,81202102,81298547,0.981840717599211,101.63168235008405
PLEKHA5,0.8646035,0.2260464311673041,0.16344086021505377,0.18970588235294117,chr12,19129733,19376400,0.981840717599211,1546.3836356155275
DCUN1D4,1.1597786,0.8494095760102784,0.18924731182795698,0.1514705882352941,chr4,51843000,51916837,0.981840717599211,5810.810909486315
RRP1,1.1088296,0.8032260460992616,0.25591397849462366,0.22794117647058823,chr21,43789513,43805293,0.981840717599211,5494.869381365049
LYN,1.0572075,0.8121550848745598,0.4838709677419355,0.45,chr8,55879835,56014169,0.981840717599211,5555.952935626863
LLPH,0.84760576,0.14955057527634136,0.3010752688172043,0.32941176470588235,chr12,66116555,66130750,0.981840717599211,1023.0754854654513
XPO5,1.1148973,0.9481667633494395,0.5268817204301075,0.47205882352941175,chr6,43522334,43576038,0.9881175233924051,6486.408828073516
PCCB,1.0046402,0.42277210975747487,0.4129032258064516,0.42205882352941176,chr3,136250340,136337896,0.981840717599211,2892.1840028508855
NELFA,1.0447744,0.6878916805697743,0.2129032258064516,0.19411764705882353,chr4,1982717,2041903,0.981840717599211,4705.866986777826
ARHGDIB,0.91935736,0.44474889122497824,0.2064516129032258,0.2073529411764706,chr12,14942031,14961728,0.981840717599211,3042.527164870076
ECSIT,1.2460977,0.8708744449574664,0.2086021505376344,0.17058823529411765,chr19,11505929,11529172,0.981840717599211,5957.652077954027
ATG3,1.0496643,0.730870372064417,0.3333333333333333,0.31176470588235294,chr3,112532510,112562046,0.981840717599211,4999.884215292676
DMAC2L,0.9144049,0.46787368091107395,0.12688172043010754,0.1264705882352941,chr14,50312324,50335558,0.981840717599211,3200.723851112657
MRPL23,1.0203041,0.5776908572029309,0.2129032258064516,0.20588235294117646,chr11,1947278,1984522,0.981840717599211,3951.98315412525
NAA10,0.88802844,0.055495146782072256,0.5956989247311828,0.6308823529411764,chrX,153929225,153935080,0.981840717599211,379.6422991361563
ZNF398,1.069958,0.6277925345978798,0.11612903225806452,0.10441176470588236,chr7,149126416,149183042,0.981840717599211,4294.728729184096
IDH1,1.1075944,0.9001478568985436,0.6774193548387096,0.6191176470588236,chr2,208236229,208266074,0.9831462862204687,6157.911489042936
PTPRS,1.3344105,0.918209418100479,0.2537634408602151,0.21470588235294116,chr19,5158495,5340803,0.9838169847232638,6281.470629225377
ATP6V1E1,1.0607134,0.6347243119158557,0.4946236559139785,0.4764705882352941,chr22,17592136,17628749,0.981840717599211,4342.1490178163685
HEBP1,1.0923028,0.7180472401928018,0.12473118279569892,0.10294117647058823,chr12,12974870,13000265,0.981840717599211,4912.161170158956
NT5C,1.0531453,0.8520107054648357,0.49032258064516127,0.4573529411764706,chr17,75130225,75131757,0.981840717599211,5828.605236084941
RAPGEF1,0.8552722,0.4020184046162174,0.10967741935483871,0.11764705882352941,chr9,131576770,131740076,0.981840717599211,2750.2079059795433
GADD45GIP1,0.9708127,0.4016312654372198,0.7634408602150538,0.7514705882352941,chr19,12953119,12957223,0.981840717599211,2747.5594868560206
ARL6IP4,0.89024,0.020460293049735238,0.7870967741935484,0.7838235294117647,chr12,122980060,122982913,0.981840717599211,139.96886475323876
ISCA2,0.88169193,0.43534631753731035,0.16559139784946236,0.1676470588235294,chr14,74493756,74497106,0.981840717599211,2978.20415827274
LIMA1,1.0203531,0.6997987748956592,0.22365591397849463,0.20294117647058824,chr12,50175788,50283546,0.981840717599211,4787.323419061205
FDX2,0.890448,0.2518801687093217,0.24516129032258063,0.26029411764705884,chr19,10310045,10316015,0.981840717599211,1723.1122341404696
DCAF15,1.0347711,0.6954810926038588,0.17204301075268819,0.15294117647058825,chr19,13952492,13961449,0.981840717599211,4757.786154502998
ATP11A,0.9598344,0.44176658850623574,0.12258064516129032,0.12794117647058822,chr13,112690038,112887168,0.981840717599211,3022.125231971159
SRP54,0.9814004,0.5364660991670331,0.3247311827956989,0.3161764705882353,chr14,34981957,35029686,0.981840717599211,3669.9645844016736
SLC27A2,0.7952171,0.16957751580294766,0.18064516129032257,0.21323529411764705,chr15,50182196,50236385,0.981840717599211,1160.079785607965
SPAG7,1.2100793,0.9708888525704643,0.3311827956989247,0.2647058823529412,chr17,4959226,4967817,0.9925240376711889,6641.850640434546
TRAPPC12,1.1540318,0.8783622806231697,0.1935483870967742,0.14852941176470588,chr2,3379675,3485094,0.981840717599211,6008.876361743104
PCLAF,0.9773997,0.31624093423185284,0.8817204301075269,0.8823529411764706,chr15,64364304,64387687,0.981840717599211,2163.404231080105
ALG8,1.1251446,0.7664983592946449,0.24731182795698925,0.22058823529411764,chr11,78095244,78139660,0.981840717599211,5243.615275934666
SSU72,0.95542884,0.2918061841491236,0.7311827956989247,0.7073529411764706,chr1,1541673,1574863,0.981840717599211,1996.2461057641547
RIPOR3,1.2391822,0.9220193733608,0.221505376344086,0.17352941176470588,chr20,50586108,50691542,0.9838169847232638,6307.5345331612325
DCAF16,1.0255834,0.7567199707806163,0.31827956989247314,0.2852941176470588,chr4,17800655,17810758,0.981840717599211,5176.721320110196
CHMP5,1.106114,0.9044334470459958,0.4258064516129032,0.3720588235294118,chr9,33264879,33282070,0.9831462862204687,6187.229211241657
CMIP,1.0447924,0.7391549417993964,0.3935483870967742,0.36764705882352944,chr16,81444808,81711762,0.981840717599211,5056.558956849671
ATP5F1E,1.0287943,0.9023000319388714,1.0,0.9970588235294118,chr20,59025475,59032345,0.9831462862204687,6172.634518493819
LIN28B,1.0189345,0.384141571516293,0.3419354838709677,0.3588235294117647,chr6,104936616,105083332,0.981840717599211,2627.9124907429605
BAZ2A,0.90707374,0.3131715268865382,0.3419354838709677,0.35441176470588237,chr12,56595596,56636816,0.981840717599211,2142.406415430808
FKBP1A,0.9800079,0.48403260291376393,0.4860215053763441,0.47794117647058826,chr20,1368977,1393164,0.981840717599211,3311.267036533059
KDM6B,0.88395727,0.31494699226931877,0.2172043010752688,0.22794117647058823,chr17,7834217,7854796,0.981840717599211,2154.5523741144098
KIAA1586,1.0331627,0.7052821267474603,0.27741935483870966,0.2514705882352941,chr6,57046532,57055239,0.981840717599211,4824.835029079376
GRHPR,0.931914,0.20137163015927656,0.5268817204301075,0.538235294117647,chr9,37422666,37436990,0.981840717599211,1377.5833219196109
MSRB2,0.92575794,0.4655224595290856,0.35268817204301073,0.3411764705882353,chr10,23095579,23122013,0.981840717599211,3184.6391456384745
NUP210,0.9554066,0.4567799083584418,0.5333333333333333,0.5102941176470588,chr3,13316235,13420322,0.981840717599211,3124.8313530801
TM9SF2,1.2261481,0.9663723703931527,0.3053763440860215,0.23970588235294119,chr13,99446311,99564048,0.9916210765441835,6610.953385859558
HTATSF1,0.88137704,0.2205579529491828,0.2989247311827957,0.3176470588235294,chrX,136497079,136512346,0.981840717599211,1508.8369561253594
RBM22,1.0931456,0.6162754514760564,0.18924731182795698,0.18088235294117647,chr5,150690792,150701077,0.981840717599211,4215.940363547702
DERL1,0.8260004,0.1909003566162376,0.2752688172043011,0.2985294117647059,chr8,123013170,123042302,0.981840717599211,1305.9493396116816
ANKRD9,1.2963758,0.7995989310156335,0.1870967741935484,0.16029411764705884,chr14,102501767,102509799,0.981840717599211,5470.056287077949
RPL10,0.99049395,0.3605651393649795,1.0,1.0,chrX,154389955,154409168,0.981840717599211,2466.626118395825
MIEN1,0.98019,0.5345137039208847,0.5505376344086022,0.5205882352941177,chr17,39728496,39730532,0.981840717599211,3656.608248522772
CMTM3,1.2965738,0.8966097823756531,0.1870967741935484,0.1411764705882353,chr16,66603874,66613892,0.9824437591797583,6133.707521231843
EIF2S1,1.0419275,0.8733673055865193,0.5118279569892473,0.4455882352941177,chr14,67360328,67386516,0.981840717599211,5974.705737517379
UXT,0.9858189,0.24596652785726825,0.7763440860215054,0.775,chrX,47651796,47659180,0.981840717599211,1682.657017071572
NSMCE2,1.2873331,0.9570812024493954,0.2537634408602151,0.19411764705882353,chr8,125091679,125367120,0.9894338687164673,6547.392505956314
WDR83OS,1.0135655,0.687440813299107,0.8043010752688172,0.7941176470588235,chr19,12668073,12669415,0.981840717599211,4702.782603779191
HPS1,1.077234,0.7557786487817014,0.22365591397849463,0.19558823529411765,chr10,98416198,98446935,0.981840717599211,5170.281736315619
NGRN,0.85756093,0.07248262226071434,0.4236559139784946,0.4485294117647059,chr15,90265659,90275778,0.981840717599211,495.8536188855468
ZC3H18,1.044603,0.50809417361205,0.23440860215053763,0.2323529411764706,chr16,88570403,88631964,0.981840717599211,3475.872241680034
AMFR,1.1641209,0.8874293837815783,0.38924731182795697,0.34705882352941175,chr16,56361452,56425545,0.981840717599211,6070.9044144497775
MED21,0.8964018,0.24313757594610413,0.1956989247311828,0.21764705882352942,chr12,27022546,27066343,0.981840717599211,1663.3041570472983
RNF14,0.96422195,0.5052632361308077,0.2537634408602151,0.24705882352941178,chr5,141958328,141990292,0.981840717599211,3456.5057983708557
CYCS,1.0474225,0.9218733269904065,0.9634408602150538,0.9352941176470588,chr7,25118656,25125260,0.9838169847232638,6306.53542994137
RING1,0.90544266,0.40406126548183485,0.18064516129032257,0.18676470588235294,chr6,33208500,33212722,0.981840717599211,2764.183117161232
SLAIN2,0.95138955,0.4257661331844915,0.24731182795698925,0.24411764705882352,chr4,48341529,48426201,0.981840717599211,2912.6661171151063
FBXL5,1.0097383,0.5613558970483459,0.10752688172043011,0.10147058823529412,chr4,15604381,15681679,0.981840717599211,3840.235691707734
LNPEP,0.8939238,0.30229311654366364,0.2752688172043011,0.2897058823529412,chr5,96935394,97037513,0.981840717599211,2067.987210275203
IQSEC2,0.9931967,0.590749527743655,0.1913978494623656,0.17794117647058824,chrX,53225828,53321350,0.981840717599211,4041.3175192943436
RRBP1,0.9536296,0.6399796607783247,0.1827956989247312,0.16470588235294117,chr20,17613678,17682295,0.981840717599211,4378.100859384519
MKNK1,0.72669345,0.08491561786496987,0.13118279569892474,0.18088235294117647,chr1,46557407,46616843,0.981840717599211,580.9077418142589
R3HCC1,1.1972195,0.8093719166356961,0.17849462365591398,0.14705882352941177,chr8,23270120,23296279,0.981840717599211,5536.913281704797
ACTG1,0.95017976,0.23330665110796034,0.9827956989247312,0.9882352941176471,chr17,81509413,81523847,0.981840717599211,1596.0508002295567
FDPS,0.9568466,0.08613890049058104,0.843010752688172,0.8926470588235295,chr1,155308748,155320666,0.981840717599211,589.2762182560649
RPLP1,0.9976957,0.3704533494457134,1.0,1.0,chr15,69452814,69456205,0.981840717599211,2534.2713635581254
ADPGK,0.911007,0.382300738493921,0.15698924731182795,0.1661764705882353,chr15,72751294,72785846,0.981840717599211,2615.3193520369136
ETFDH,0.89804673,0.4755496437351658,0.13333333333333333,0.1323529411764706,chr4,158671968,158710742,0.981840717599211,3253.2351127922693
TET3,1.0755169,0.6166228678162214,0.12903225806451613,0.11911764705882352,chr2,73984910,74108176,0.981840717599211,4218.317038730771
SIRT5,1.0599191,0.7296675734982909,0.17419354838709677,0.15294117647058825,chr6,13574227,13615158,0.981840717599211,4991.655870301808
ZSWIM7,0.8747197,0.347267890152982,0.1053763440860215,0.11911764705882352,chr17,15976560,15999717,0.981840717599211,2375.65963653655
PPIF,0.9942881,0.5010889756452951,0.4752688172043011,0.475,chr10,79347469,79355334,0.981840717599211,3427.9496823894638
ORMDL1,1.0742402,0.7936296531909729,0.38924731182795697,0.36176470588235293,chr2,189770267,189784364,0.981840717599211,5429.220457479446
CASS4,0.7623925,0.11979169457423677,0.11827956989247312,0.16029411764705884,chr20,56412112,56460387,0.981840717599211,819.4949825823537
CLCN5,1.0433145,0.5072957391717748,0.10967741935483871,0.11029411764705882,chrX,49922596,50099235,0.981840717599211,3470.4101516741116
CCNH,0.89244866,0.11495403668545684,0.3870967741935484,0.42058823529411765,chr5,87318416,87412930,0.981840717599211,786.4005649652103
USP1,1.0214564,0.776272430933455,0.4559139784946237,0.4147058823529412,chr1,62436297,62451804,0.981840717599211,5310.479700015766
PSME4,1.2271099,0.9789165053603589,0.36989247311827955,0.3029411764705882,chr2,53864069,53970993,0.9941991269151723,6696.767813170215
CRLF3,1.0353721,0.6452086835807886,0.24516129032258063,0.22941176470588234,chr17,30769388,30824692,0.981840717599211,4413.872604376175
ISOC2,1.0519066,0.8825372499071491,0.610752688172043,0.5720588235294117,chr19,55452985,55462343,0.981840717599211,6037.437326614807
USP8,0.6968595,0.013165095902601539,0.23440860215053763,0.3044117647058823,chr15,50424380,50514421,0.981840717599211,90.06242106969712
TMLHE,1.0900488,0.6469344173442748,0.13118279569892474,0.1161764705882353,chrX,155489011,155719098,0.981840717599211,4425.678349052184
TRAP1,1.0630087,0.8651565180490854,0.7247311827956989,0.7235294117647059,chr16,3651639,3717553,0.981840717599211,5918.535739973793
REXO1,1.10347,0.7629169416384316,0.17204301075268819,0.14558823529411766,chr19,1815248,1848483,0.981840717599211,5219.114797748511
SOX12,1.1185995,0.7853583580583343,0.15913978494623657,0.12941176470588237,chr20,325552,330224,0.981840717599211,5372.636527477065
CAPN2,0.96744555,0.5477279617940127,0.4731182795698925,0.4573529411764706,chr1,223701593,223776018,0.981840717599211,3747.0069866328413
ARL6IP1,1.1340072,0.9515425281620663,0.6193548387096774,0.5617647058823529,chr16,18791669,18801572,0.9893931875162526,6509.502435156695
WNK1,1.0355563,0.695799508915919,0.3634408602150538,0.3352941176470588,chr12,752579,911452,0.981840717599211,4759.964440493802
SIRT7,1.1890495,0.7305398703176644,0.15053763440860216,0.12941176470588237,chr17,81911939,81921323,0.981840717599211,4997.623252843142
OSGEP,1.0122176,0.6114019260246237,0.2731182795698925,0.26323529411764707,chr14,20446401,20455089,0.981840717599211,4182.600575934451
FARSA,1.1196202,0.9429278459739239,0.4344086021505376,0.36176470588235293,chr19,12922479,12934037,0.9872768264285571,6450.569394307613
CEP85,1.05695,0.6560531233639795,0.2086021505376344,0.19411764705882353,chr1,26234200,26278808,0.981840717599211,4488.059416932983
PRELID3B,0.92964697,0.16937070210255928,0.4967741935483871,0.5044117647058823,chr20,59033145,59042809,0.981840717599211,1158.664973083608
LINC00649,0.7888679,0.19961138046857352,0.12903225806451613,0.15588235294117647,chr21,33915534,33977691,0.981840717599211,1365.5414537855115
CYHR1,0.8958762,0.38901663394971825,0.33548387096774196,0.3323529411764706,chr8,144449582,144465667,0.981840717599211,2661.2627928500224
TK1,1.0656321,0.815592492384899,0.556989247311828,0.5220588235294118,chr17,78174091,78187233,0.981840717599211,5579.468240405094
ING5,0.84901154,0.29311948084834105,0.13118279569892474,0.14852941176470588,chr2,241687085,241729478,0.981840717599211,2005.230368483501
POLE3,0.95527196,0.4510469363310068,0.3311827956989247,0.3411764705882353,chr9,113407235,113410675,0.981840717599211,3085.6120914404173
TBL2,1.0866357,0.8314320337208587,0.24946236559139784,0.21323529411764705,chr7,73567537,73578791,0.981840717599211,5687.826542684395
SDF2,1.3346094,0.981797543494316,0.2860215053763441,0.21323529411764705,chr17,28648346,28662189,0.9948656583949473,6716.476995044616
SMIM20,1.0155023,0.4633893133117407,0.2817204301075269,0.2867647058823529,chr4,25861830,25929874,0.981840717599211,3170.0462923656182
MT-CYB,1.0032175,0.6103901856411779,1.0,1.0,chrM,14747,15887,0.981840717599211,4175.679259971298
CEBPD,0.8911111,0.29062033085041783,0.12688172043010754,0.14558823529411766,chr8,47736913,47738164,0.981840717599211,1988.1336833477085
GCLM,1.1277738,0.9559994820700428,0.5204301075268817,0.4573529411764706,chr1,93885199,93909456,0.989408843697604,6539.9924568411625
C11orf24,1.2372689,0.9394610624673138,0.3139784946236559,0.26323529411764707,chr11,68261338,68272001,0.9872768264285571,6426.853128338894
WDR55,0.6469016,0.08394359990210332,0.14193548387096774,0.18235294117647058,chr5,140664868,140674124,0.981840717599211,574.2581669302888
SMARCAL1,1.0111369,0.5291947756356078,0.15483870967741936,0.15,chr2,216412414,216483053,0.981840717599211,3620.221460123193
UNC5B,0.7988189,0.30668805890023143,0.1870967741935484,0.19558823529411765,chr10,71212570,71302864,0.981840717599211,2098.053010936483
FKBP9,0.7643609,0.36530989778660683,0.1010752688172043,0.11029411764705882,chr7,32957404,33006930,0.981840717599211,2499.0850107581773
TONSL,0.9050791,0.4749699732078152,0.221505376344086,0.21764705882352942,chr8,144428775,144444440,0.981840717599211,3249.269586714664
TSPAN31,0.9151219,0.5411265134595219,0.11182795698924732,0.10588235294117647,chr12,57738013,57750219,0.981840717599211,3701.846478576589
FAM3C,0.9996711,0.6500398544055596,0.3311827956989247,0.3088235294117647,chr7,121348878,121396364,0.981840717599211,4446.922643988433
DSTYK,1.0042193,0.4542187179336628,0.16774193548387098,0.17352941176470588,chr1,205142505,205211702,0.981840717599211,3107.310249384187
SNAPC2,0.9134086,0.522022437928773,0.13763440860215054,0.1338235294117647,chr19,7920338,7923250,0.981840717599211,3571.1554978707363
AK1,0.9577066,0.5164026293428663,0.26021505376344084,0.25735294117647056,chr9,127866486,127877675,0.981840717599211,3532.710387334548
CTDNEP1,0.9544133,0.3824395771022342,0.33978494623655914,0.34558823529411764,chr17,7243591,7252491,0.981840717599211,2616.2691469563842
TMEM208,0.98620236,0.6050051080158075,0.4258064516129032,0.40441176470588236,chr16,67227103,67229278,0.981840717599211,4138.839943936139
HDGFL2,1.1588703,0.8490476896936945,0.2064516129032258,0.17205882352941176,chr19,4472297,4502208,0.981840717599211,5808.335245194564
TANK,0.98908293,0.7105943796678447,0.3053763440860215,0.27647058823529413,chr2,161136908,161236230,0.981840717599211,4861.176151307725
SPG21,1.0160549,0.6926726600482508,0.3118279569892473,0.29705882352941176,chr15,64963022,64990310,0.981840717599211,4738.573667390084
EVI5,0.88010633,0.3618260726086656,0.16344086021505377,0.175,chr1,92508696,92792404,0.981840717599211,2475.2521627158817
XPNPEP1,0.9682176,0.4294789389343229,0.12043010752688173,0.12794117647058822,chr10,109864766,109923553,0.981840717599211,2938.065421249703
TRIP12,0.9688596,0.3736195643140082,0.3204301075268817,0.3338235294117647,chr2,229763837,229923239,0.981840717599211,2555.9314394721305
UGCG,0.90072954,0.45844023689018115,0.23440860215053763,0.23088235294117648,chr9,111896814,111935369,0.981840717599211,3136.1896605657294
NCOA7,0.9579655,0.5608536806290503,0.3204301075268817,0.31323529411764706,chr6,125781161,125932034,0.981840717599211,3836.8000291833328
ZCCHC7,0.9718942,0.27332086197456695,0.43655913978494626,0.45294117647058824,chr9,37120574,37358149,0.981840717599211,1869.7880167680125
ILF3-DT,0.9075104,0.17477701832525022,0.3870967741935484,0.4102941176470588,chr19,10651862,10653844,0.981840717599211,1195.6495823630369
CTDSP2,1.0283821,0.7184466192531129,0.3032258064516129,0.2823529411764706,chr12,57819927,57846729,0.981840717599211,4914.893322310546
DLG1,1.0891539,0.7670274064540145,0.2860215053763441,0.25735294117647056,chr3,197042560,197299330,0.981840717599211,5247.234487551913
CHP1,1.1139768,0.7819162219533746,0.36774193548387096,0.34558823529411764,chr15,41230839,41281887,0.981840717599211,5349.0888743830355
KLHDC3,1.0705068,0.7907367878721375,0.46021505376344085,0.43970588235294117,chr6,43014103,43021298,0.981840717599211,5409.430365833293
UPF3A,0.8862459,0.24656887105548425,0.421505376344086,0.425,chr13,114281601,114305817,0.981840717599211,1686.7776468905677
S100P,0.98563004,0.4774339240431211,0.5182795698924731,0.5102941176470588,chr4,6693878,6697170,0.981840717599211,3266.125474378992
ILKAP,0.97362816,0.4224159718240069,0.12473118279569892,0.1323529411764706,chr2,238170402,238203708,0.981840717599211,2889.747663248031
PCF11,1.1423845,0.7759458843129085,0.3096774193548387,0.2867647058823529,chr11,83156988,83187451,0.981840717599211,5308.245794584606
XBP1,1.1498449,0.9634935501012083,0.44086021505376344,0.3720588235294118,chr22,28794555,28800597,0.9916210765441835,6591.259376242366
DEXI,0.9622734,0.5030128077215261,0.18064516129032257,0.17794117647058824,chr16,10928891,10942468,0.981840717599211,3441.11061762296
SPG7,1.0633845,0.7320704794398241,0.2752688172043011,0.2514705882352941,chr16,89490719,89557766,0.981840717599211,5008.094149847836
SARS2,0.91115874,0.4637869405744369,0.13118279569892474,0.1323529411764706,chr19,38915266,38930763,0.981840717599211,3172.766460469723
ARF5,1.0050049,0.43137346569035717,0.4559139784946237,0.4632352941176471,chr7,127588386,127591700,0.981840717599211,2951.0258787877333
BAG2,1.0616165,0.7057526592816983,0.36774193548387096,0.34558823529411764,chr6,57172326,57189833,0.981840717599211,4828.053942146098
ERG28,0.82844603,0.1476951488262589,0.1935483870967742,0.22794117647058823,chr14,75649791,75660876,0.981840717599211,1010.3825131204371
FKBP15,0.7311614,0.15440826868366841,0.1010752688172043,0.13676470588235295,chr9,113161006,113221318,0.981840717599211,1056.3069660649755
EIF2B1,1.1375811,0.8350253103309233,0.2903225806451613,0.25735294117647056,chr12,123620406,123633766,0.981840717599211,5712.408147973846
